rn,Date,name,category,hazards,tier,band
06-068,2006-01-17,Fisher-Price® Laugh & LearnTM Musical Learning ChairTM,Toys,entrapment|strangulation,1,ACT NOW
06-065,2006-01-11,Boy's Windbreaker Jacket with Drawstring,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
06-520,2005-12-21,nan,Helmets & wheeled toys,,4,ACT SOON
06-058,2005-12-20,nan,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
06-054,2005-12-14,Children's Books,Toys,choking,3,ACT NOW
06-052,2005-12-13,Little Tree Mini Learning Cube,Toys,choking,3,ACT NOW
06-517,2005-12-13,Mystery Drawer and Dice Tunnel Magic Party Favors and Costume Shield,Outdoor & play equipment,laceration,3,ACT NOW
06-051,2005-12-12,nan,"Walkers, swings & bouncers",,4,ACT SOON
06-048,2005-12-07,Plastic Siren Whistle,Toys,choking,3,ACT NOW
06-047,2005-12-07,Bobby JackTM pajama set,Sleepwear & apparel,burn|flammable,3,ACT NOW
06-043,2005-11-30,Cachito Pacifiers,Feeding & high chairs,choking,3,ACT NOW
06-042,2005-11-29,nan,Jewelry & accessories,,4,ACT SOON
06-036,2005-11-21,"Lov's ""Europa"" Natural Color Cribs","Sleep — cribs, bassinets, loungers",chemical|lead,4,ACT SOON
06-034,2005-11-21,nan,Toys,,4,ACT SOON
06-033,2005-11-21,Viking Chubbies Toy Cars,Toys,choking,3,ACT NOW
06-511,2005-11-16,Hooded Sweatshirt with Drawstring,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
06-030,2005-11-16,"Mountain Buggy Urban Single and Urban Double, Breeze Strollers",Strollers & carriers,,4,ACT SOON
06-027,2005-11-09,DesignWare® 4 Fairy Wands,,laceration,3,ACT NOW
06-504,2005-10-17,Child Craft Cribs,"Sleep — cribs, bassinets, loungers",entrapment|laceration,1,ACT NOW
06-009,2005-10-17,Jumbo Pencils with Sharpeners,Sleepwear & apparel,laceration,3,ACT NOW
06-502,2005-10-13,Kelty Speedster Jogging Stroller,Strollers & carriers,fall,3,ACT NOW
06-005,2005-10-10,Lily Chair and Lily Ottoman Bean Bag Sets,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
06-001,2005-10-05,Reebok Children's Fleece Quarter-Zip Pullover/Pant Sets,Sleepwear & apparel,choking,3,ACT NOW
05-278,2005-09-21,Necklace and Earring Sets,Toys,chemical|lead,3,ACT NOW
05-277,2005-09-21,Disney Princess Bracelet Keyrings,Jewelry & accessories,chemical|lead,3,ACT NOW
05-602,2005-09-18,Sparkle Horse Toys,Toys,choking,3,ACT NOW
05-270,2005-09-14,"""Bottle Sippers"" Pull-Up Bottle Caps",Feeding & high chairs,choking,3,ACT NOW
05-260,2005-09-07,Spindle Crib,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
05-257,2005-09-01,Surf ClubTM Arm Bands,Outdoor & play equipment,drowning,1,ACT NOW
05-256,2005-09-01,Harley-Davidson 16-inch BMX Bicycles,Toys,fall,3,ACT NOW
05-255,2005-08-31,Sesame Street Toy Sunglasses,Toys,choking,3,ACT NOW
05-254,2005-08-31,Red Sunglasses/Toddler Cap Set,Jewelry & accessories,chemical|lead,3,ACT NOW
05-252,2005-08-30,"Back Trails Jr. Toddler, Youth and Child Bicycle Helmets",Helmets & wheeled toys,,4,ACT SOON
05-599,2005-08-24,MaptangleTM World Edition Floor Mat Map Games,Toys,chemical|lead,3,ACT NOW
05-250,2005-08-22,ZoloWear Infant Carriers/Slings,Car seats & travel,fall,3,ACT NOW
05-248,2005-08-18,Stork Craft Toy Boxes,Toys,fall|strangulation,1,ACT NOW
05-244,2005-08-16,Water Watch,Jewelry & accessories,laceration,3,ACT NOW
05-242,2005-08-11,Caroline Flower Baby Sandals,Sleepwear & apparel,choking,3,ACT NOW
05-595,2005-08-09,Kelty Speedster Deluxe and Speedster Deuce Jogging Strollers,Strollers & carriers,,4,ACT SOON
05-234,2005-07-26,Kid's Folding Chairs,Helmets & wheeled toys,entrapment|fall|laceration,1,ACT NOW
05-233,2005-07-26,Children's Folding Chairs,,entrapment|fall|laceration,1,ACT NOW
05-232,2005-07-26,Juvenile Folding Chairs,,entrapment,1,ACT NOW
05-231,2005-07-25,Baby Denim and Knit Jackets,Sleepwear & apparel,choking,3,ACT NOW
05-230,2005-07-25,Classic Walker Wagon,"Walkers, swings & bouncers",choking,3,ACT NOW
05-228,2005-07-18,"""So Hot Way Cool Free Wheel Trucks""",Toys,choking,3,ACT NOW
05-226,2005-07-13,nan,Strollers & carriers,,4,ACT SOON
05-224,2005-07-11,Nature's Bounty and Natural Wealth Brand Multivitamins,Personal care & medicine,,4,ACT SOON
05-222,2005-07-07,nan,Toys,,4,ACT SOON
05-221,2005-07-06,"Graco Duo Tandem Stroller, Graco MetroLite Stroller",Strollers & carriers,fall,3,ACT NOW
05-219,2005-07-05,nan,Bath & water safety,,4,ACT SOON
05-584,2005-06-28,Chesapeake Outdoor Trunk,,,4,ACT SOON
05-211,2005-06-28,Cameron Toy Chest,Toys,,4,ACT SOON
05-203,2005-06-22,Spinning Water Teethers,Feeding & high chairs,choking|fall,3,ACT NOW
05-581,2005-06-19,2005 Nashbar Lil' Shadow Tandem Trailer,Helmets & wheeled toys,,4,ACT SOON
05-199,2005-06-16,Children's Fishing Kits,,chemical|lead,4,ACT SOON
05-198,2005-06-15,Bright Starts Jammin' Jumpers,"Walkers, swings & bouncers",fall,3,ACT NOW
05-197,2005-06-14,Baby Connection Fun Frog Soft Gym,Toys,laceration,3,ACT NOW
05-195,2005-06-13,Fisher-Price® Power Wheels ® Lightning PAC Scooters and Fisher-Price® Power Wheels® MX3TM Mini Bikes,Helmets & wheeled toys,,4,ACT SOON
05-190,2005-06-12,H.E.B. vitamins with iron,Personal care & medicine,,4,ACT SOON
05-181,2005-05-23,Children's Folding Chairs,Nursery furniture & tip-over,entrapment|fall|laceration,1,ACT NOW
05-173,2005-05-11,Lov's Decorated Orthodontic Pacifier,Feeding & high chairs,choking,3,ACT NOW
05-172,2005-05-11,Lemon Meringue Wooden Push Toys,Toys,choking,3,ACT NOW
05-171,2005-05-11,Heart-Shaped Pendant,Toys,chemical|lead,3,ACT NOW
05-169,2005-05-10,Wet System Video Head Cleaner,Household chemicals,chemical|labeling,4,ACT SOON
05-168,2005-05-09,Fisher-Price Lil' Wagster Dragster push toys,Toys,,4,ACT SOON
05-167,2005-05-09,Fisher-Price® Grow-To-Pro® Pogo Sticks,,fall,3,ACT NOW
05-164,2005-05-02,White Lancaster Cribs,"Sleep — cribs, bassinets, loungers",choking,3,ACT NOW
05-163,2005-04-28,Children's Folding Chair,,entrapment|fall|laceration,1,ACT NOW
05-565,2005-04-26,Okie Dokie® Striped Bodysuits with Puffy Appliqué,Sleepwear & apparel,choking,3,ACT NOW
05-564,2005-04-20,Royal Seating Prima Chair,Jewelry & accessories,fall,3,ACT NOW
05-160,2005-04-19,"Light-up Pacifier, New Style Piano, and High Toys Choochoo Toy Train",Feeding & high chairs,choking,3,ACT NOW
05-158,2005-04-18,Carter's® Infant and Children's Overalls,Sleepwear & apparel,choking,3,ACT NOW
05-155,2005-04-12,nan,,,4,ACT SOON
05-154,2005-04-12,Nu-Tronix Karaoke Cassette Player/Recorder,,chemical|lead,4,ACT SOON
05-153,2005-04-12,My First Crayon-BallTM and My First Crayon-BallTM Activity Set,Jewelry & accessories,choking,3,ACT NOW
05-151,2005-04-06,Flashing Pacifier or 2-in-1 Flashing Pacifier with Whistle Necklace,Feeding & high chairs,choking,3,ACT NOW
05-140,2005-03-23,Reebok Children's Windwear and Fleece Jacket and Pant Sets,Sleepwear & apparel,choking,3,ACT NOW
05-137,2005-03-21,Graco Toddler Bed,"Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
05-131,2005-03-08,Portable Cribs,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
05-128,2005-03-03,Arizona® Boys' Zip-Up Cardigan Sweater,Sleepwear & apparel,choking,3,ACT NOW
05-125,2005-03-03,nan,Feeding & high chairs,,4,ACT SOON
05-547,2005-03-02,Battery-Powered Flying Saucer Toys,Toys,burn|overheat,3,ACT NOW
05-127,2005-03-02,Metal Charms,Jewelry & accessories,chemical|lead,3,ACT NOW
05-126,2005-03-01,Stuffed Yarn Bunny,Toys,choking,3,ACT NOW
05-546,2005-02-28,"Lands' End Infant and Toddler Squall Parkas, Sport Squalls, Squall Snow Suits and Squall Bibs",Feeding & high chairs,choking,3,ACT NOW
05-544,2005-02-24,Farm Teether Rattle,Feeding & high chairs,choking|laceration,3,ACT NOW
05-122,2005-02-24,"""Toy Tunes"" Electronic Musical Toys",Toys,choking,3,ACT NOW
05-117,2005-02-21,Playtex Hip Hammock,"Sleep — cribs, bassinets, loungers",fall,3,ACT NOW
05-114,2005-02-16,nan,Feeding & high chairs,,4,ACT SOON
05-112,2005-02-15,Dive Sticks,Toys,fall,3,ACT NOW
05-111,2005-02-14,Reef Rocker Infant Toy,"Walkers, swings & bouncers",choking,3,ACT NOW
05-108,2005-02-14,nan,"Walkers, swings & bouncers",,4,ACT SOON
05-103,2005-02-10,Baby Walker,"Walkers, swings & bouncers",tipover,2,ACT NOW
05-540,2005-02-09,Winnie the Pooh Plate Set with plastic fork and spoon,Feeding & high chairs,choking,3,ACT NOW
05-101,2005-02-09,nan,Toys,,4,ACT SOON
05-100,2005-02-09,Multi-Purpose Barbecue Lighters,Lighters & fire hazards,,4,ACT SOON
05-099,2005-02-08,Flashing Pacifier with Whistle Necklace and Flashing Pacifier Shock Baby Necklace,Feeding & high chairs,choking,3,ACT NOW
05-096,2005-02-03,Girls' Cardigan Sweaters with Faux Fur Trim,Sleepwear & apparel,flammable,3,ACT NOW
05-536,2005-02-02,Memory Trunks,,entrapment|fall|strangulation|suffocation,1,ACT NOW
05-092,2005-01-24,nan,Outdoor & play equipment,fall|laceration,3,ACT NOW
05-091,2005-01-23,Chamois Blankets,Sleep — mattresses & bedding,entanglement|strangulation,1,ACT NOW
05-088,2005-01-18,Fun Years Music Big Drum Musical Set,Toys,choking,3,ACT NOW
05-082,2005-01-10,Metallic costume bracelets,Sleepwear & apparel,chemical|lead,4,ACT SOON
05-080,2005-01-06,Adams Trail-a-Bike or Adams Slipstream Bicycle Attachment,Helmets & wheeled toys,lead,4,ACT SOON
05-079,2005-01-05,Cribs,"Sleep — cribs, bassinets, loungers",entrapment,1,ACT NOW
05-077,2005-01-03,Toddler Swings,"Walkers, swings & bouncers",fall,3,ACT NOW
05-072,2004-12-16,Metallic necklaces,Jewelry & accessories,chemical|laceration|lead,3,ACT NOW
05-065,2004-12-08,Energie Brand Hooded Sweaters,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
05-058,2004-11-25,Children's Snow Suits and Jackets,Sleepwear & apparel,choking,3,ACT NOW
05-516,2004-11-23,Children's Corduroy Overalls,Sleepwear & apparel,choking,3,ACT NOW
05-052,2004-11-17,Okie Dokie Alligator Football Pajama Set,Sleepwear & apparel,choking,3,ACT NOW
05-036,2004-11-03,Petit Bateau children's bathrobes,Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
05-024,2004-10-20,Earlyears® Spirolly Rattle,Toys,choking,3,ACT NOW
05-020,2004-10-20,"Toy Ice Cream Car, Police Car, and Washing Machine",Toys,choking,3,ACT NOW
05-019,2004-10-19,"MPL, multi-purpose utility lighter",Lighters & fire hazards,fire,3,ACT NOW
05-018,2004-10-18,Avanti Water Dispenser,Sleepwear & apparel,burn,3,ACT NOW
05-013,2004-10-14,Fargglad multi-color children's chair,Sleepwear & apparel,choking,3,ACT NOW
05-012,2004-10-14,Care Bears Lunch Kits with Water Bottles,Feeding & high chairs,choking,3,ACT NOW
04-225,2004-09-27,PlayKids USA baby walkers,"Walkers, swings & bouncers",fall,3,ACT NOW
04-224,2004-09-27,TV/VCR carts,Nursery furniture & tip-over,fall|tipover,2,ACT NOW
04-223,2004-09-23,Jaloma pacifiers,Feeding & high chairs,choking,3,ACT NOW
04-221,2004-09-22,Director's Chair for Children,Outdoor & play equipment,fall|laceration,3,ACT NOW
04-217,2004-09-19,"Reebok ""Iverson/Answer"" toddler shoes",Sleepwear & apparel,choking,3,ACT NOW
04-215,2004-09-14,NCR Universal Inkjet Refill Kits,,chemical|labeling,4,ACT SOON
04-214,2004-09-13,Baby Björn Baby Carrier Active,Car seats & travel,fall,3,ACT NOW
04-212,2004-09-08,Super Soaker Monster Rocket,,,4,ACT SOON
04-206,2004-08-31,"Lascal ""Buggy Board"" stroller attachment",Strollers & carriers,fall,3,ACT NOW
04-205,2004-08-31,Boston Billows Nursing Pillows,Sleep — mattresses & bedding,suffocation,1,ACT NOW
04-204,2004-08-31,Big V Maternity and Nursing Pillows,Sleep — mattresses & bedding,suffocation,1,ACT NOW
04-578,2004-08-30,Astroslide Inflatable Water Slides,Outdoor & play equipment,drowning|entanglement,1,ACT NOW
04-202,2004-08-18,Kid's Essentials Five-Piece Folding Furniture Set,Nursery furniture & tip-over,chemical|lead,4,ACT SOON
04-199,2004-08-18,Schwinn-brand Toddler Bicycle Helmets,Helmets & wheeled toys,,4,ACT SOON
04-200,2004-08-17,NikeTM Get-Go and Little Get-Go Children's Athletic Shoes,Sleepwear & apparel,choking,3,ACT NOW
04-196,2004-08-10,"Wooden bunk beds: Twin/Twin, Twin/Double, and Loft Bunk",Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
04-571,2004-08-05,Peek-a-Boo Ball,Toys,choking|fall,3,ACT NOW
04-195,2004-08-05,"Pokémon plush dolls, beanbags, and key chains",Toys,laceration,3,ACT NOW
04-194,2004-08-05,Plush Frog Stuffed Animal,Toys,choking,3,ACT NOW
04-184,2004-07-20,Pool Pump Water Gun,Outdoor & play equipment,,4,ACT SOON
04-179,2004-07-14,SummervilleTM Toy Trucks Sets,Toys,choking,3,ACT NOW
04-176,2004-07-12,Travel Lite Swing,"Walkers, swings & bouncers",fall,3,ACT NOW
04-563,2004-07-11,Arch Swing and Arch Swing Add-A-Bay,"Walkers, swings & bouncers",fall,3,ACT NOW
04-174,2004-07-07,Toy jewelry,Toys,chemical|lead,3,ACT NOW
04-168,2004-06-22,"COSCO® ""Rock 'N Roller"" Baby Stroller",Strollers & carriers,fall,3,ACT NOW
04-558,2004-06-21,Toddler Doll Family Sets,Toys,choking,3,ACT NOW
04-167,2004-06-21,Basic Editions Infant and Toddler Girls' Rompers,Sleepwear & apparel,choking,3,ACT NOW
04-166,2004-06-21,Children's Swimsuit Cover-ups,Sleepwear & apparel,choking,3,ACT NOW
04-557,2004-06-16,Girls' Straw Cowboy Hat,Feeding & high chairs,laceration,3,ACT NOW
04-158,2004-06-14,Children's Wooden Chairs,,fall,3,ACT NOW
04-555,2004-06-08,Kiddie Car Cruisers,,,4,ACT SOON
04-153,2004-06-07,Children's Zippered Outerwear,Jewelry & accessories,choking,3,ACT NOW
04-149,2004-06-01,Smart FitTM and Teeny ToesTM Athletic Shoes,Sleepwear & apparel,choking,3,ACT NOW
04-148,2004-06-01,Dream On Me Baby Walkers,"Walkers, swings & bouncers",fall,3,ACT NOW
04-145,2004-05-26,Backyard Products Swings,"Walkers, swings & bouncers",fall,3,ACT NOW
04-144,2004-05-26,Dread Pirate coffee table game,Toys,chemical|lead,3,ACT NOW
04-136,2004-05-12,"""Passport"" Stroller",Strollers & carriers,fall,3,ACT NOW
04-135,2004-05-12,Metal Twin/Twin and Twin/Full Bunk Beds,Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
04-134,2004-05-12,Children's Board Books with Sound Maker,Jewelry & accessories,choking,3,ACT NOW
04-132,2004-05-04,Piano Bench,Jewelry & accessories,fall,3,ACT NOW
04-125,2004-04-21,"Ashley ""Trails End,"" ""Cottage Retreat,"" and ""Stages"" bunk beds",Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
04-123,2004-04-19,Vinyl Mirror Books,,laceration,3,ACT NOW
04-119,2004-04-13,Tonka ride-on toy trucks,Toys,choking,3,ACT NOW
04-117,2004-04-12,Radio-control toy trucks,Toys,burn|fire|overheat,3,ACT NOW
04-116,2004-04-05,Water Bottles,Feeding & high chairs,choking,3,ACT NOW
04-115,2004-04-04,TV/VCR carts,Nursery furniture & tip-over,fall|tipover,2,ACT NOW
04-112,2004-04-01,Air Hockey Tables,,laceration,3,ACT NOW
04-110,2004-03-29,My Easter Basket Book,Toys,choking,3,ACT NOW
04-109,2004-03-29,Snail Push Toys,Toys,choking,3,ACT NOW
04-106,2004-03-23,Isabella model crib,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
04-543,2004-03-16,"""Poof"" Chairs and Table Set",Nursery furniture & tip-over,,4,ACT SOON
04-540,2004-03-08,Electric hand-held hair dryers,,electrical,3,ACT NOW
04-539,2004-03-08,Steam Buggy Deluxe,Strollers & carriers,burn,3,ACT NOW
04-090,2004-03-01,Children's Rings,,chemical|lead,4,ACT SOON
04-536,2004-02-25,Nibo Space 5 and Nibo Space 19 Novelty Lighters,Lighters & fire hazards,burn|fire,3,ACT NOW
04-088,2004-02-25,"""Wooden Music Radio"" boxes",,choking,3,ACT NOW
04-087,2004-02-23,Legacy Cribs,"Sleep — cribs, bassinets, loungers",entanglement|fall|strangulation,1,ACT NOW
04-086,2004-02-18,"""Webster"" Activity Spider Toy",Toys,choking,3,ACT NOW
04-079,2004-02-05,PlayWell Crayola® Activity Cube,Toys,choking,3,ACT NOW
04-078,2004-02-04,Children's Sweatshirts,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
04-077,2004-02-04,Kids Falls Creek PU Jacket with Polar Fleece in Hood,Sleepwear & apparel,choking|fall,3,ACT NOW
04-076,2004-02-04,"Swing-N-Slide ""Mega Rider"" Swings","Walkers, swings & bouncers",fall,3,ACT NOW
04-074,2004-01-29,NERF® Big Play FootballTM,Sleepwear & apparel,,4,ACT SOON
04-533,2004-01-25,Discovery Kids Imaginative Arts Pottery Wheel Kits,Nursery furniture & tip-over,,4,ACT SOON
04-066,2004-01-19,Acrylic Nail Primer,Feeding & high chairs,chemical,4,ACT SOON
04-065,2004-01-19,"""Mud Boggers"" and ""Street Shredders"" Pump Up Racers",Toys,laceration,3,ACT NOW
04-531,2004-01-13,"""Lily Pad Clacker"" Instruments",Household chemicals,chemical|lead,3,ACT NOW
04-064,2004-01-13,"Bumble Bee Toys with blue antennae sold with certain Graco high chairs and Graco mobile entertainers, and also sold separately as an accessory and replacement part",Feeding & high chairs,choking,3,ACT NOW
04-059,2003-12-30,CROWNZZTM Candleholders,Lighters & fire hazards,fire,3,ACT NOW
04-528,2003-12-28,Jack-In-the-Box toys,Toys,choking,3,ACT NOW
04-053,2003-12-15,Craftsman 16-gallon and RIDGID 12- and 16-gallon wet/dry vacuums,Toys,laceration,3,ACT NOW
04-523,2003-12-11,Flutterby Plush Toys,Toys,choking,3,ACT NOW
04-051,2003-12-11,"""Zutopia"" Girl's loungewear (15 different styles)",Sleepwear & apparel,burn|fire|flammable,3,ACT NOW
04-050,2003-12-11,"""Jack-In-the-Box"" type toys: ""Cat in the Hat"" and ""Olivia the Pig""",Toys,choking,3,ACT NOW
04-042,2003-11-25,Cloth Santa decoration,,choking,3,ACT NOW
04-040,2003-11-25,DesignWare® Zipper Pulls,Jewelry & accessories,choking,3,ACT NOW
04-039,2003-11-25,DesignWare® Crazy Bounce Balls,,choking,3,ACT NOW
04-516,2003-11-23,Girls' Hooded Fleece Jackets,Sleepwear & apparel,choking,3,ACT NOW
04-038,2003-11-23,Multi-colored and solid-colored sidewalk chalk,Toys,chemical|lead,3,ACT NOW
04-036,2003-11-23,Falls Creek Army Flight Jackets,Sleepwear & apparel,entanglement|fall|strangulation,1,ACT NOW
04-034,2003-11-20,Merit Bunk Beds,Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
04-515,2003-11-19,"""Cherry Bentwood"" model television stands sold at Circuit City",Nursery furniture & tip-over,tipover,2,ACT NOW
04-514,2003-11-17,"Bear ""Jack-In-the-Box"" toy",Toys,choking,3,ACT NOW
04-032,2003-11-12,Multicolored Sidewalk Chalk,,chemical|lead,4,ACT SOON
04-031,2003-11-12,Lightning PAC Scooters and MX3 Mini Bikes,Helmets & wheeled toys,,4,ACT SOON
04-029,2003-11-06,"""Amazing BabyTM Listen and Play"" activity books",Jewelry & accessories,choking,3,ACT NOW
04-028,2003-11-05,Plan Toys Solid Drums,Toys,choking,3,ACT NOW
04-020,2003-10-28,Wristwatch Lighters and Cigarette-shaped Lighters,Jewelry & accessories,fire,3,ACT NOW
04-019,2003-10-28,Fish-Shaped Cigarette Lighters,Lighters & fire hazards,fire,3,ACT NOW
04-018,2003-10-28,Pet Me PlatypusTM,Toys,choking,3,ACT NOW
04-503,2003-10-08,Sonato Wooden Toy Car,Toys,choking,3,ACT NOW
03-198,2003-09-24,Home Line Bunk Beds,Nursery furniture & tip-over,entrapment|strangulation,1,ACT NOW
03-189,2003-09-23,"""Pack 'n Play"" portable play yards with raised changing tables","Sleep — cribs, bassinets, loungers",entrapment|strangulation,1,ACT NOW
03-187,2003-09-16,"""Comforts"" pacifiers",Feeding & high chairs,choking,3,ACT NOW
03-186,2003-09-16,Dora the Explorer Children's Board Book,Toys,choking,3,ACT NOW
03-185,2003-09-16,"Bottled Water with Push-Pull Sports Cap in 8 oz., 8.5 oz., and .33 liter bottle sizes",Feeding & high chairs,choking,3,ACT NOW
03-182,2003-09-09,"""Sun Kids"" and ""Happy Baby"" Baby Walkers","Walkers, swings & bouncers",fall,3,ACT NOW
03-179,2003-09-09,"""Sandy Claws"" Swim Trainers",Bath & water safety,drowning,1,ACT NOW
03-178,2003-09-09,Toy Necklaces,Toys,chemical|lead,3,ACT NOW
03-172,2003-08-20,Falcon Action Toy Jets,Toys,choking,3,ACT NOW
03-171,2003-08-20,Puzzibilities Recycling Truck Puzzle,Toys,choking,3,ACT NOW
03-550,2003-08-03,Happyvillagers Toy Sets,Toys,choking,3,ACT NOW
03-549,2003-08-03,Big Boy Trucks (Dump Truck & Tow Truck),Toys,choking,3,ACT NOW
03-168,2003-07-30,Hedstrom and NBF Trampolines,Outdoor & play equipment,fall,3,ACT NOW
03-166,2003-07-30,Home Trends Kiddy Sling Chair,,choking,3,ACT NOW
03-165,2003-07-30,Earlyears Bobbie Bear Stacking Rings,Toys,choking,3,ACT NOW
03-162,2003-07-16,Novelty Cigarette Lighters,Lighters & fire hazards,burn|fire,3,ACT NOW
03-161,2003-07-16,Oil Lamp Boxed Sets,Lighters & fire hazards,,4,ACT SOON
03-155,2003-07-01,"""Egg Dippers"" Easter Plush Toys",Toys,choking,3,ACT NOW
03-148,2003-06-24,Cosco Arriva and Turnabout infant car seats/carriers,Car seats & travel,fall,3,ACT NOW
03-146,2003-06-19,Crib Mobile Toys,"Sleep — cribs, bassinets, loungers",burn|chemical,3,ACT NOW
03-138,2003-06-04,Children's Art Supply Sets,,laceration,3,ACT NOW
03-137,2003-06-03,"Babi Italia ""Tiffany"" and ""Josephine"" model cribs","Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
03-134,2003-05-27,Starbucks BearistaTM Bear tumbler cups,Feeding & high chairs,choking,3,ACT NOW
03-128,2003-05-21,Toy Drumsticks,Toys,choking,3,ACT NOW
03-127,2003-05-21,Viking Mini Chubbies toy vehicles,Toys,choking,3,ACT NOW
